id,name,project_id1,project_id2,curated_description,num_of_samples,num_of_runs,population,related_publications,original_description,created_at,updated_at
230,PRJNA445932,PRJNA445932,SRP137047,,174,348,0,30121305,"Type 1 diabetes pathogenesis has a prominent environmental component, but bacterial taxonomic entities associated with risk or protection remain largely unknown. The so far performed bacteriome studies have been limited to populations of Europe (mostly North-Eastern), with one study from each of Mexico, the USA, and China.\nWe set out to characterize the gut bacteriome in children after onset of type 1 diabetes from four geographically distant African and Asian countries, along with age- and place-matched control subjects.\n\nSamples have been collected from 73 children and adolescents after T1D onset (Azerbaijan 19, Jordan 20, Nigeria 14, Sudan 20), along with 104 matched control subjects of similar age and place of residence",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
231,PRJNA448455,PRJNA448455,SRP137076,,77,77,0,NULL,16S rRNA gene sequencing data of preterm infant fecal samples from Orange County California,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
232,PRJNA448494,PRJNA448494,SRP136977,,113,113,0,NULL,"Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
233,PRJNA449103,PRJNA449103,SRP139069,,406,406,0,29518185,"Myelosuppression-related infections remain important causes of morbidity and mortality in children with acute lymphoblastic leukemia (ALL). By analyzing fecal samples collected at diagnosis and after each of the initial three phases of chemotherapy, we evaluated the role of gut microbiota in predicting infections in 199 children with newly diagnosed ALL. The bacterial 16S gene was analyzed by high-depth sequencing to determine the diversity and composition of the microbiome",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
234,PRJNA450230,PRJNA450230,SRP140466,,102,102,0,NULL,"This study presents a comprehensive landscape of gut microbiota in AITD. Gut microbiota dysbiosis was found in AITD, which was partially normalized in MMI treated_GD patients, and the gut microbiota is correlated with clinical parameters. Our study suggests that gut microbiota is a potential therapeutic target and diagnostic biomarker for AITD",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
235,PRJNA453829,PRJNA453829,SRP144012,,116,116,0,NULL,"This is the first ever investigation of the alteration of microbiota from postoperative patients with CRC, and associated microbiota with the prognosis of postoperative patients.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
236,PRJNA453965,PRJNA453965,SRP145558,,133,133,0,NULL,To explore the taxonomies and functional capacity of the gut microbiota in patients with breast cancer.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
237,PRJNA46307,PRJNA46307,SRP002468,NA,116,116,0,19819907,"Esophageal adenocarcinoma, the type of cancer linked to heartburn due to gastroesophageal reflux diseases (GERD), has jumped six fold in the past 30 years, which cannot be explained by the usual environmental or host factors. We intend to characterize the change in the esophageal microbiome (the native bacterial population of the esophagus), in patients at various stages in GERD. If GERD represents a microbiome-related disease, it could be possible to design new antibiotic or probiotic treatment strategies to prevent GERD and reverse the current trend of increasing rate of esophageal adenocarcinoma",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
238,PRJNA46321,PRJNA46321,SRP002423__,NULL,168,200,0,NULL,"Inflammatory bowel diseases (IBD), such as Crohnâ__s disease, are chronic, immunologically mediated disorders that have severe medical consequences. The current hypothesis is that these diseases are due to an overly aggressive immune response to a subset of commensal enteric bacteria. Studies to date on IBD have suggested that the disorder may be caused by a combination of bacteria and host susceptibility; however the etiologies of these diseases remain an enigma. In this application, we propose to develop and demonstrate the ability to profile Crohnâ__s disease at an unprecedented molecular level by elucidation of specific biomarkers (bacterial strains, genes, or proteins) that correlate to disease symptoms. To achieve this goal, we will employ a multidisciplinary approach based on metagenomic and metaproteomic molecular tools to elucidate the composition of the commensal microbiota in monozygotic twins that are either healthy or exhibit Crohnâ__s disease (for concordant, both are diseased; for discordant, one is healthy and one is diseased). The central hypotheses of this proposal are (1) that specific members and/or functional activities of the gastrointestinal (GI) microbiota differ in patients with Crohnâ__s disease as compared to healthy individuals, and (2) that it will be possible to elucidate microbial signatures which correlate with the occurrence and progression of this disease by integration of data obtained from 16S rRNA-based molecular fingerprinting, metagenomics, and metaproteomics approaches. To address these hypotheses, three specific aims are proposed: 1) Obtain data on community gene content (metagenome) in a subset of healthy twins and twins with Crohnâ__s Disease to assess potential differences in the metabolic capabilities of the gut microbiota associated with CD, 2) Obtain data on community protein content (metaproteome) in a subset of healthy twins and twins with Crohnâ__s Disease to assess the state of expressed proteins associated with CD, 3) Apply various statistical clustering and classification methods to correlate/associate microbial community composition, gene and protein content with patient metadata, including metabolite profiles and clinical phenotype. The ultimate goal of these efforts is to identify novel biomarkers for non-invasive diagnostics of CD and to eventually identify drug targets (i.e. bacterial strains) for cure or suppression of disease symptoms. PUBLIC HEALTH RELEVANCE: This study aims to unravel the contribution of the bacteria that normally inhabit the human gastrointestinal tract to Crohnâ__s disease by using a multidisciplinary approach to study changes in the structure and function of gut microbial communities in three sets of patient cohorts who have Crohnâ__s disease. These results will be compared with those obtained from the study of healthy individuals and have the potential to identify new biomarkers of disease severity, location, and progression.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
239,PRJNA46323,PRJNA46323,SRP002479,NULL,181,183,0,"2,271,981,822,719,820","We have combined expertise in multiple disciplines and the capability to collect a large number of well-phenotyped human clinical samples across six institutions (Washington University in St. Louis, University of North Carolina, University of Colorado, University of New Mexico, Mount Sinai Medical Center, and Cleveland Clinic) with the capacity for high-throughput sequencing at the Genome Center at Washington University to study how alterations in the human intestinal microbiome relate to Crohn's disease.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
240,PRJNA46337,PRJNA46337,SRP002422,NA,3850,4729,0,19819907,"Necrotizing enterocolitis (NEC) is a devastating complication of prematurity. It occurs suddenly, usually during the first month of life, and we don't know how to prevent it. It is probably more dangerous to premature infants than lung disease today. About one-third of children die and many of the survivors are left with very little intestines. NEC is a disorder that we think might relate to the microbes in the gut. We propose to study this disease intensively, compare cases to controls especially in the days leading up to NEC, and try to determine what differentiates the patients who get this disorder from those who don't. We might then be able to alter these factors, and prevent this abdominal catastrophe from occurring.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
241,PRJNA46339,PRJNA46339,SRP002457,NA,91,355,0,19819907,"his project will increase our understanding of the microbes that reside in the intestines of healthy children and children with various intestinal disorders. The findings from this project will enable scientists to determine the nature of beneficial microbial populations in intestines of healthy children, and whether specific differences in groups of microbes may contribute to diseases in children. Ultimately, the discoveries from this project may allow physicians to manipulate microbes in the intestine in order to promote health and cure or prevent disease._",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
242,PRJNA472379,PRJNA472379,SRP148700,,17,17,0,NULL,"Characterize the interactions between the immune system, gut microbiome, and microbial metabolism in the context of HIV subjects with depression.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
243,PRJNA473126,PRJNA473126,SRP148966,,402,447,0,30374198,"This is a short-read-sequence based longitudinal analysis of gut microbiome development in healthy twins 0-8 months of age in St Louis, Missouri.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
244,PRJNA477766,PRJNA477766,SRP151288,,70,70,0,NULL,the microbial community diversities of gut from TC and HC individuals,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
245,PRJNA478949,PRJNA478949,SRP151803,,148,148,0,NULL,"Here, we provide matched 16S,ITS,Metagenome and Metatranscriptome data obtained from CDI- and CDI+ diarrheal samples.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
246,PRJNA480547,PRJNA480547,SRP153004,,434,434,0,NULL,"To investigate whether diets with different fat content of 20%, 30% and 40% energy alter the gut microbiota among healthy young adults by a randomized controlled-feeding trial",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
247,PRJNA48333,PRJNA48333,SRP002395,NA,255,455,0,NULL,"16S rRNA sequencing is being used to characterize the complexity of microbial communities at individual body sites, and to determine whether there is a core microbiome at each site. Several body sites are being studied, including the gastrointestinal and female urogenital tracts, oral cavity, nasal and pharyngeal tract, and skin. This project includes development, pilot-phase and production-phase sub-projects, each linked to their respective data sets of Sanger or second generation (eg. 454) sequences",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
248,PRJNA483794,PRJNA483794,SRP156211,,46,46,0,26351661,"Raw sequences from 16S, 18S and trans-ITS amplicons, derived from stool samples of children with Severe Acute Malnutrition",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
249,PRJNA48477,PRJNA48477,SRP002012,NA,68,188,0,NULL,HMP demonstration projects were developed to investigate the potential relationship of changes in the human microbiota to human health and disease. High throughput genomics technologies were used to assess whether the microbiota in a specific region on/in the human body plays a role in contributing to health status.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
250,PRJNA48479,PRJNA48479,SRP002163,NA,475,1862,0,26306392,HMP demonstration projects were developed to investigate the potential relationship of changes in the human microbiota to human health and disease. High throughput genomics technologies were used to assess whether the microbiota in a specific region on/in the human body plays a role in contributing to health status.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
